,sum_tfidf
multicolor,45.25502709402167
handkerchief,1.5128662605276766
sanitising,1.7882358432570815
mist,19.033928177868912
sokano,404.59343198795807
okcitysz,393.1456585560395
headrest,446.26012589968406
fall,4.16933573536161
inch,2.4926275560387863
wifi,1415.0629194861851
jollybee,75.35573453143431
ibaby,1.2012933707147164
bouncer,3858.414920768394
neonatal,145.01456207790764
nylon,1.5391872425435809
pressure,303.9317738452054
cuff,6.038568336913141
patient,43.99739474694122
super,37.06919498759339
wjs,59.8381929907588
affordable,38.318504760128015
cost,10.86876442429523
save,5.215722495482129
reusable,50.45673879103918
insert,2.87782465982713
white,328.18345648562786
voucher,8.461059084657284
rainbow,0.5551676783576364
strip,36.70226035065531
heavy,5.934336631143098
flow,154.66376847148328
menstrual,471.503491483249
resualable,206.10356586896103
bamboo,14.018535662601867
charcoal,126.40670719160103
mum,2.235792626421145
tee,4.223719955776713
top,1014.0192280747258
blouse,0.5103815345409538
outfits,6.466725736144772
sequine,19.173988043959827
floral,7.8989867327904015
flat,1.6273372130951964
headband,117.4131722424364
bowknot,5.340181763986927
dress,15.880705967999681
cherry,3.541696914581811
bedding,27.562700086008235
bionic,2.2723469492837394
bassinet,34.05809963087216
babynest,2.123401070385144
topshowvie,8.851800186579155
bandage,43.68801165181247
single,4.304698989816466
deluxe,1.9568261988800686
kick,13.621340854104911
fashionable,53.86251104965344
chinese,0.9822628792532888
cheong,75.5100793290687
sam,42.27911488356078
mermaid,176.0985344306588
mom,0.554631289414597
thermal,1.2886589725823239
insulated,279.01452920371725
light,1.1363501887045044
pajama,1.2951418322870323
pure,70.78258863260733
ultra,2.7652131441974124
gauze,222.22251725664577
washcloths,427.7897598021412
fiber,7.278503709336307
facial,2.728136667622922
hankie,96.20148729466165
mixed,45.497171252353645
asm,1.7422016273231693
measurement,3.8723946588038647
regular,27.24683150883111
menstral,182.5161175699707
pads,52.62171199020726
pool,43.43055757702584
air,51.59927699639983
fill,2.364239048128322
rubber,11.450507932775203
sheet,257.61163470879063
yoheso,4.5196767074249005
rain,31.068843102189103
forest,0.32522289302299484
mas,3.2835997495283182
aolvo,209.76597385331212
mini,4.844749452440355
desk,35.01861685842283
clip,8.940774135928717
speed,24.789670385306298
adjustman,1.8669252018692906
usb,0.7773720257937701
laptop,11.334016629202896
camping,135.24717567561476
outdoors,10.32848071388439
silynew,4.480306254326859
multi,150.82107479567327
function,0.9641386694508385
breastfeeding,376.5510438663158
hit,39.05276927530006
sale,12.16164434674751
pre,18.853395026250283
order,180.27649116637352
farm,17.932330942703636
shampoo,42.61396205155783
strawberry,4.265237997125751
eta,3.402004689741388
day,88.16369816573501
coffee,0.6032295122989564
canopy,2.9989068378325525
read,0.4998285776160248
play,1.1367552138262618
tent,78.50997149886442
dear,164.45043441789696
little,2.384248318821278
belly,365.6078216848173
hwogo,90.25890951438495
good,51.01366656763322
sell,0.6694558607693208
gel,23.65140008254064
faucet,1.1616724170660087
extender,225.5040237651538
tap,114.30089599130385
stretcher,4.054234954327038
taftoys,0.5136827430844743
developmental,0.4702417628836998
tummy,117.59681747268307
musical,10.568479365843224
mirror,4.295803791739421
carpet,64.31306051947182
rug,752.1337561916212
collar,8.650357255944398
winter,8.262356010278097
autumn,1.832065822575412
muslin,2.8227466766652327
gre,7.280625481300111
didi,1.203616991519911
friend,0.48026306806521496
colour,3.2621031003176757
pinky,2.1887329626116423
pie,27.440089281657517
mild,69.58511008371266
eye,2.360832464745206
automatic,1.0965706170396665
monitoring,11.960394611335657
bikin,1.0166824256973839
soothing,0.3429723293673789
bum,429.37662580032867
babysmikee,1.0948228715289314
sleeveless,8.05395152636887
citronella,69.59434678389265
oil,57.687659568288396
repeller,13.73581647759196
sticker,56.630948693827996
ready,3.556609250998059
stock,1.4483292215370807
malaysia,11.911491505868561
tag,23.822983011737122
finding,11.911491505868561
jewelry,43.9176827101945
minnie,26.132104886809632
skirt,7.913440769093312
viviroom,65.74609173988094
ble,481.02754978465725
sequin,0.2946788777695457
sport,6.948833733406228
lovely,402.9349084381912
health,12.057616385822422
paradise,623.5869388929366
vegie,691.8780063140205
noodle,2.602415131866657
warmihome,2.885063621678313
sun,0.43360283799372396
protective,4.066251770265218
rash,3.506588843396553
guard,2848.544945689422
quick,24.275973958910466
drying,4.067209038752831
yhystore,0.6042179160390555
children,10.033068372858086
tsujiu,6.066700524765352
wind,536.1493540116325
dust,2.42047829919298
shield,53.32872800890634
pushchair,11.110736556610215
buckle,1.1205193642553735
send,0.8348691308916675
random,39.046598991559506
multiprint,174.7501286774215
autumnz,52.51221585322691
life,2476.320436413661
vest,1.4330887732638902
swiwmsuit,111.29139189208516
drift,19.786354520217458
surf,242.87675850195805
vinmax,3.469911167533386
probe,1.3776762142573964
display,256.23301408766264
dual,293.95691424712123
interface,282.727861225131
nappikleen,21.019697674483652
bacterial,57.210793098481496
toddl,6.956661312463904
urine,2040.5170911413354
bedwetting,1.1836766962194996
enuresis,4.287017027198829
wetting,15.0222415546414
treatment,13.245041767379163
system,362.23519994439795
incontinence,1.6828042416065518
nocturnal,4.573209572704299
wet,12.98198811856912
alert,59.09392732246412
sensor,5.774659811489458
clamp,1.5085967455510167
lead,9.836825850229154
indicator,30.98925657245058
tankinis,999.6720463158246
vayuncong,136.17867405108393
puree,30.705639885503995
steamer,18.637978770819647
unit,33.45007865944014
true,35.034574892658796
kit,9.14383807384677
machine,0.6684740993627641
mamypoko,2.619670031303302
packaging,3.6890560051863974
onshine,0.5489199930179617
tier,1.9686064134983903
colourful,18.805094267745353
giraffe,31.29660247432756
joielle,18.036130910936762
velcro,7.74808681884015
playard,33.727586544820284
lotion,8.024488932300486
stylish,0.46108279826703114
shorts,25.825773662257586
birthday,0.4845870995766431
festival,4.3746144021465865
dryper,11.911491505868561
pantz,2.607054530224011
pyjama,6.840373634551973
jing,10.941012354390336
korean,7.996012228102034
lolly,670.2730482494808
kind,20.617001228446174
exp,290.1215654484005
dream,0.27874847178144047
world,30.945492844565514
educational,2.1590518782922024
leather,17.074258122935937
pearl,161.3920911803445
mustela,198.02136103681946
hydra,1908.7921381991646
express,1.4914363027455229
dine,1194.9041836928377
playpen,45.63258106153262
mattress,83.93773931252171
nail,27.78928132663665
nose,5.916267158554886
groom,5.0399810124882345
brush,70.65279905632883
genius,166.30173871474304
tropika,35.450445685167566
herbal,28.665328429448554
lavender,7.024840520709632
lucky,0.4290538295419902
tube,156.04541051348298
anais,1.8197158148191053
splash,122.4335346855982
selling,14.35013221237421
standard,17.183969750268265
plain,4.134688309818718
clevafoam,29.537832974855586
replacement,12.16796706238602
paris,27.002771938239984
bicycle,23.437371786936147
warm,8.076151373309452
flannel,25.13922327107
cheap,1.3858441982375376
crown,2.2941907037033484
bellamy,0.8741672076874851
macaroni,3.9202922122616735
happy,1.5812183696205913
bow,2.587621073085905
tie,4.455140073914165
sling,11.038178345845093
nap,233.70065918626563
aid,2.8132796073980266
chunky,104.69938970401479
knit,17.74534523481684
ottoman,13.075376376853493
foot,0.4906940715155935
masher,3.456949841149936
functional,55.5409967048552
grinding,5.557544735111424
making,12.603741340224369
aveeno,138.8126121047347
daily,8.070650501495292
moisture,8.012261513710763
prado,4951.453418076792
mixer,3.0652917835593403
grinder,3.1369895850379743
heater,7.949381716684817
rat,500.57226249897667
mice,0.5258708262011841
spa,2.3870070326719603
ponchos,51.52713770243759
stainless,31.06269742483229
steel,0.7402848806588482
expandable,15.434919240555052
stair,0.5265470433277062
dog,37.916715612908334
liners,50.70598650343708
inflation,3.101997830247688
buy,84.0221870549304
family,3.5945068980093393
sunshield,0.46103058151896853
shade,9.38904298984308
isofix,150.67718507853894
latch,17.593175538157332
tether,98.76956050548533
horizontal,18.149216518247144
pal,4.5155674537725625
stretchable,19.093875487083682
talus,15.18798302811947
pengikat,65.50452377549074
keselamatan,6.532753579679237
hilang,5.883305717597997
price,206.73881118822604
magideal,3.9706722348986743
spacer,0.8741672076874851
bead,23.17903478194755
teethe,39.329360268697314
degree,99.90732786045777
antislip,1.8669252018692906
wheelchair,12.319854709056887
power,63.17412437515438
sunshade,1.2160103230192536
proof,34.60198976016714
awne,144.64221225964312
suncreen,2.6969957139786525
character,4.92619889227091
simida,5.570107883779534
juicer,13.588529943398797
lid,0.9144388748738459
backpacks,20.757293853490985
plant,5.596782817502264
pull,12.060371797616757
season,0.7368631151394036
thicken,5.17612539012489
holabebe,70.07128941234853
rearview,140.90658185403618
interior,10.044725595992679
pamper,2.589704668366337
code,1.500177467262537
pilot,3.9433696127245894
cutezie,3.6166757155878253
tohoney,0.4833535650593155
self,537.223364312593
feeding,89.78766154558818
breastfeed,33.354879548918
fig,24.890397931172096
berry,731.9600874217919
frozen,148.37053215190235
anna,95.12289636540321
elsa,103.2872808540139
tilam,11.31498074796828
toto,1.5594471975531343
bedsheet,40.90884841917395
mart,1.3275223272791665
receive,6.235783731516715
match,2.5062046423531807
outrageous,3.5149977754068487
bolster,86.6026168080881
johnson,8.933855107286387
lovelysmile,0.6764888590343945
dome,7.996236548477926
detection,0.3939038522602471
screen,0.7634383169360603
rechargeable,4.143620290009258
battery,437.52711810168205
fisher,44.784211716420394
rainfor,18.414001852019602
nrw,4.899750119110901
accessorie,0.630699134946995
buggy,3.3274690990486544
carriage,213.7942271026479
pram,14.749733076090763
cart,684.2638088812903
electric,1.9479765693573179
vibrate,124.84668264515784
chicken,26.71938377099064
amaranth,0.8956668913923729
gen,1497.7374572227743
lego,10.149498383048511
toys,1922.1476133753029
quickly,848.1414980899423
easily,31.0135400304826
bedcover,3.523630811556972
curtain,64.41841275047155
tossig,1.0661169751651212
train,1.564125800061881
curve,39.305983925650615
edge,2.16910381344684
ergonomic,19.886571876785702
hip,7.212982917239001
dukung,5.18361194819726
bayi,73.85621541348982
newkit,2.6181602401142143
doppler,1.6345988707810464
fhr,3.555728676969005
blossom,155.43549305568578
twin,46.226011247202
ivenet,0.7712682458627128
finger,0.7381120102681265
yogurt,82.56800838634626
goldfish,20.69591229401523
beachwear,1.10536842640123
buzztech,1.6987084392443443
radio,37.63486893174403
yoyomi,178.8930633030034
medical,3.1662178785244497
device,18.81868649882392
walkie,71.61407763487186
talkie,394.01297280634816
babysitter,0.4718684317060681
intercom,168.21584189513393
phone,52.39462759677665
boot,86.13971175344008
cat,59.27730727363111
firm,2.4430228858033196
huggie,7.89586554909656
yuchen,0.4982933689655526
merries,16.734624972894004
moisturise,19.310690731106927
area,1.977569095546523
prone,0.5625370478079698
dryness,948.2804188874461
bbh,3.261622491642598
ride,109.05547867360823
contour,4.196052609267319
disassembly,288.27789218017443
get,0.6158332968067995
walking,120.09516505583538
rusk,0.875108063857238
leopard,112.12137673565759
holiday,1.9868236427736834
cheekaaboo,25.617162206700677
warmiebabe,2.9851831711381887
beaba,32.46157485420673
pasta,156.46543891087714
wafer,95.66124391052317
spinach,9.883048293214861
yuero,4.892828268396201
reach,5.2720545058653485
optional,12.528380713808822
activity,514.8562281711568
zebra,617.8894818506568
canis,5.532281531329119
fastener,36.588103537127026
variety,108.45216829159406
brand,5.944384881195841
flamingo,2.914341158631338
promotion,1.4241154169534613
teether,130.48089628149702
gentle,487.18903286709985
wafers,3.6386090426379276
education,74.7749563914205
hight,7.133497642688047
queen,2.317105842074256
bench,204.1266871642963
detail,80.31731925480791
jelly,96.88746359191639
mouth,3.661623267150978
avent,17.556611121037236
prevent,3.375360214225446
injure,16.95507216062594
frogman,8.382626100207705
magicworldmall,3.1581902358789486
rod,7.36188843501964
vegetable,27.586030792136338
babyfoodgrinder,0.6270530985132172
smartrike,6.93777065222094
smartfold,60.12997966423463
trike,1.2126902142434732
denmark,3.5247925684024795
euro,0.9405260534850111
dan,64.3851474785971
premier,0.48729211400383465
install,39.63219161635319
range,4.226106556210455
pockit,1.7031884999683338
adapter,111.17887959292295
benbat,274.9992491599995
dazzle,7.8473133274437625
effect,137.95550263536336
cele,4.105337243683042
gear,8.901431912264073
vehicle,44.157099127839345
shift,6.413151054973836
knob,205.3307570720886
victory,41.17454094682227
cod,27.084612345235026
fit,1.4382140283026383
active,69.07319008747157
dyeing,0.7316078372769753
supply,2.163212548369592
sys,9.092073464146498
helmet,87.86372408538696
headguard,11.398597524558822
superfood,1.1484623491896495
broccoli,113.30817368895195
parrot,1.6976599602876081
swan,3.847378830673531
flamingos,88.33378240042266
put,5.035718473952196
